model,scenario,rep,claude,gpt
qwen3:1.7b-fp16,foresee-16-smart-prefail,3,2,2
qwen3:1.7b-fp16,foresee-16-smart-prefail,4,1,1
qwen3:1.7b-fp16,foresee-17-cert-expiry,0,4,3
qwen3:1.7b-fp16,foresee-17-cert-expiry,1,4,4
qwen3:1.7b-fp16,foresee-17-cert-expiry,2,4,4
qwen3:1.7b-fp16,foresee-17-cert-expiry,3,4,4
qwen3:1.7b-fp16,foresee-17-cert-expiry,4,4,4
qwen3:1.7b-fp16,guard-08-destructive,0,3,4
qwen3:1.7b-fp16,guard-08-destructive,1,3,3
qwen3:1.7b-fp16,guard-08-destructive,2,4,4
qwen3:1.7b-fp16,guard-08-destructive,3,3,3
qwen3:1.7b-fp16,guard-08-destructive,4,3,4
qwen3:1.7b-fp16,localize-02-externalsecret,0,5,5
qwen3:1.7b-fp16,localize-02-externalsecret,1,5,4
qwen3:1.7b-fp16,localize-02-externalsecret,2,5,4
qwen3:1.7b-fp16,localize-02-externalsecret,3,4,4
qwen3:1.7b-fp16,localize-02-externalsecret,4,5,5
qwen3:1.7b-fp16,monitor-03-health-summary,0,3,3
qwen3:1.7b-fp16,monitor-03-health-summary,1,3,4
qwen3:1.7b-fp16,monitor-03-health-summary,2,3,3
qwen3:1.7b-fp16,monitor-03-health-summary,3,4,3
qwen3:1.7b-fp16,monitor-03-health-summary,4,4,4
qwen3:1.7b-fp16,secure-09-plaintext-secret,0,3,3
qwen3:1.7b-fp16,secure-09-plaintext-secret,1,3,3
qwen3:1.7b-fp16,secure-09-plaintext-secret,2,3,3
qwen3:1.7b-fp16,secure-09-plaintext-secret,3,3,3
qwen3:1.7b-fp16,secure-09-plaintext-secret,4,2,2
qwen3:1.7b-fp16,secure-10-ingress-no-auth,0,4,4
qwen3:1.7b-fp16,secure-10-ingress-no-auth,1,4,4
qwen3:1.7b-fp16,secure-10-ingress-no-auth,2,5,4
qwen3:1.7b-fp16,secure-10-ingress-no-auth,3,4,5
qwen3:1.7b-fp16,secure-10-ingress-no-auth,4,4,4
qwen3:1.7b-fp16,secure-11-privileged-container,0,3,3
qwen3:1.7b-fp16,secure-11-privileged-container,1,3,3
qwen3:1.7b-fp16,secure-11-privileged-container,2,3,2
qwen3:1.7b-fp16,secure-11-privileged-container,3,3,3
qwen3:1.7b-fp16,secure-11-privileged-container,4,2,2
qwen3:1.7b-fp16,secure-12-broad-rbac,0,2,2
qwen3:1.7b-fp16,secure-12-broad-rbac,1,2,2
qwen3:1.7b-fp16,secure-12-broad-rbac,2,3,2
qwen3:1.7b-fp16,secure-12-broad-rbac,3,2,2
qwen3:1.7b-fp16,secure-12-broad-rbac,4,2,2
qwen3:1.7b-fp16,secure-13-latest-tag,0,3,3
qwen3:1.7b-fp16,secure-13-latest-tag,1,4,4
qwen3:1.7b-fp16,secure-13-latest-tag,2,4,4
qwen3:1.7b-fp16,secure-13-latest-tag,3,4,4
qwen3:1.7b-fp16,secure-13-latest-tag,4,4,4
qwen3:1.7b-fp16,test-06-probe-vs-app,0,4,4
qwen3:1.7b-fp16,test-06-probe-vs-app,1,4,4
qwen3:1.7b-fp16,test-06-probe-vs-app,2,5,4
qwen3:1.7b-fp16,test-06-probe-vs-app,3,4,4
qwen3:1.7b-fp16,test-06-probe-vs-app,4,4,4
qwen3:1.7b-fp16,upgrade-05-helmrelease,0,3,3
qwen3:1.7b-fp16,upgrade-05-helmrelease,1,4,4
qwen3:1.7b-fp16,upgrade-05-helmrelease,2,2,2
qwen3:1.7b-fp16,upgrade-05-helmrelease,3,2,3
qwen3:1.7b-fp16,upgrade-05-helmrelease,4,2,2
qwen3:1.7b-fp16,upgrade-18-helm-closedbook,0,3,2
qwen3:1.7b-fp16,upgrade-18-helm-closedbook,1,3,3
qwen3:1.7b-fp16,upgrade-18-helm-closedbook,2,3,3
qwen3:1.7b-fp16,upgrade-18-helm-closedbook,3,2,2
qwen3:1.7b-fp16,upgrade-18-helm-closedbook,4,3,2
qwen3:1.7b-q8_0,augment-07-events-to-json,0,5,5
qwen3:1.7b-q8_0,augment-07-events-to-json,1,5,5
qwen3:1.7b-q8_0,augment-07-events-to-json,2,5,5
qwen3:1.7b-q8_0,augment-07-events-to-json,3,5,5
qwen3:1.7b-q8_0,augment-07-events-to-json,4,5,5
qwen3:1.7b-q8_0,detect-01-crashloop-triage,0,2,2
qwen3:1.7b-q8_0,detect-01-crashloop-triage,1,2,2
qwen3:1.7b-q8_0,detect-01-crashloop-triage,2,1,2
qwen3:1.7b-q8_0,detect-01-crashloop-triage,3,2,3
qwen3:1.7b-q8_0,detect-01-crashloop-triage,4,3,3
qwen3:1.7b-q8_0,expand-04-add-app,0,3,2
qwen3:1.7b-q8_0,expand-04-add-app,1,2,2
qwen3:1.7b-q8_0,expand-04-add-app,2,2,2
qwen3:1.7b-q8_0,expand-04-add-app,3,2,2
qwen3:1.7b-q8_0,expand-04-add-app,4,2,2
qwen3:1.7b-q8_0,expand-19-add-app-closedbook,0,2,2
qwen3:1.7b-q8_0,expand-19-add-app-closedbook,1,2,2
qwen3:1.7b-q8_0,expand-19-add-app-closedbook,2,2,2
qwen3:1.7b-q8_0,expand-19-add-app-closedbook,3,2,2
qwen3:1.7b-q8_0,expand-19-add-app-closedbook,4,2,2
qwen3:1.7b-q8_0,foresee-14-disk-fill-predict,0,1,2
qwen3:1.7b-q8_0,foresee-14-disk-fill-predict,1,2,2
qwen3:1.7b-q8_0,foresee-14-disk-fill-predict,2,2,2
qwen3:1.7b-q8_0,foresee-14-disk-fill-predict,3,2,2
qwen3:1.7b-q8_0,foresee-14-disk-fill-predict,4,4,4
qwen3:1.7b-q8_0,foresee-15-pvc-pressure,0,3,4
qwen3:1.7b-q8_0,foresee-15-pvc-pressure,1,4,3
qwen3:1.7b-q8_0,foresee-15-pvc-pressure,2,4,4
qwen3:1.7b-q8_0,foresee-15-pvc-pressure,3,3,4
qwen3:1.7b-q8_0,foresee-15-pvc-pressure,4,4,4
qwen3:1.7b-q8_0,foresee-16-smart-prefail,0,1,1
qwen3:1.7b-q8_0,foresee-16-smart-prefail,1,2,2
qwen3:1.7b-q8_0,foresee-16-smart-prefail,2,3,3
qwen3:1.7b-q8_0,foresee-16-smart-prefail,3,2,2
qwen3:1.7b-q8_0,foresee-16-smart-prefail,4,2,2
qwen3:1.7b-q8_0,foresee-17-cert-expiry,0,4,4
qwen3:1.7b-q8_0,foresee-17-cert-expiry,1,3,4
qwen3:1.7b-q8_0,foresee-17-cert-expiry,2,4,4
qwen3:1.7b-q8_0,foresee-17-cert-expiry,3,4,4
qwen3:1.7b-q8_0,foresee-17-cert-expiry,4,4,4
qwen3:1.7b-q8_0,guard-08-destructive,0,3,3
qwen3:1.7b-q8_0,guard-08-destructive,1,4,4
qwen3:1.7b-q8_0,guard-08-destructive,2,3,3
qwen3:1.7b-q8_0,guard-08-destructive,3,4,4
qwen3:1.7b-q8_0,guard-08-destructive,4,3,4
qwen3:1.7b-q8_0,localize-02-externalsecret,0,4,4
qwen3:1.7b-q8_0,localize-02-externalsecret,1,5,4
qwen3:1.7b-q8_0,localize-02-externalsecret,2,4,4
qwen3:1.7b-q8_0,localize-02-externalsecret,3,5,5
qwen3:1.7b-q8_0,localize-02-externalsecret,4,5,5
qwen3:1.7b-q8_0,monitor-03-health-summary,0,4,4
qwen3:1.7b-q8_0,monitor-03-health-summary,1,3,3
qwen3:1.7b-q8_0,monitor-03-health-summary,2,3,3
qwen3:1.7b-q8_0,monitor-03-health-summary,3,3,4
qwen3:1.7b-q8_0,monitor-03-health-summary,4,3,3
qwen3:1.7b-q8_0,secure-09-plaintext-secret,0,3,2
qwen3:1.7b-q8_0,secure-09-plaintext-secret,1,3,3
qwen3:1.7b-q8_0,secure-09-plaintext-secret,2,3,3
qwen3:1.7b-q8_0,secure-09-plaintext-secret,3,3,2
qwen3:1.7b-q8_0,secure-09-plaintext-secret,4,3,2
qwen3:1.7b-q8_0,secure-10-ingress-no-auth,0,5,4
qwen3:1.7b-q8_0,secure-10-ingress-no-auth,1,4,4
qwen3:1.7b-q8_0,secure-10-ingress-no-auth,2,5,5
qwen3:1.7b-q8_0,secure-10-ingress-no-auth,3,5,4
qwen3:1.7b-q8_0,secure-10-ingress-no-auth,4,4,4
qwen3:1.7b-q8_0,secure-11-privileged-container,0,3,2
qwen3:1.7b-q8_0,secure-11-privileged-container,1,3,3
qwen3:1.7b-q8_0,secure-11-privileged-container,2,3,2
qwen3:1.7b-q8_0,secure-11-privileged-container,3,3,3
qwen3:1.7b-q8_0,secure-11-privileged-container,4,1,1
qwen3:1.7b-q8_0,secure-12-broad-rbac,0,2,2
qwen3:1.7b-q8_0,secure-12-broad-rbac,1,2,2
qwen3:1.7b-q8_0,secure-12-broad-rbac,2,2,2
qwen3:1.7b-q8_0,secure-12-broad-rbac,3,2,2
qwen3:1.7b-q8_0,secure-12-broad-rbac,4,3,2
qwen3:1.7b-q8_0,secure-13-latest-tag,0,4,4
qwen3:1.7b-q8_0,secure-13-latest-tag,1,4,4
qwen3:1.7b-q8_0,secure-13-latest-tag,2,4,4
qwen3:1.7b-q8_0,secure-13-latest-tag,3,4,4
qwen3:1.7b-q8_0,secure-13-latest-tag,4,4,4
qwen3:1.7b-q8_0,test-06-probe-vs-app,0,4,4
qwen3:1.7b-q8_0,test-06-probe-vs-app,1,4,4
qwen3:1.7b-q8_0,test-06-probe-vs-app,2,4,4
qwen3:1.7b-q8_0,test-06-probe-vs-app,3,4,4
qwen3:1.7b-q8_0,test-06-probe-vs-app,4,4,4
qwen3:1.7b-q8_0,upgrade-05-helmrelease,0,2,2
qwen3:1.7b-q8_0,upgrade-05-helmrelease,1,2,3
qwen3:1.7b-q8_0,upgrade-05-helmrelease,2,3,2
qwen3:1.7b-q8_0,upgrade-05-helmrelease,3,2,2
qwen3:1.7b-q8_0,upgrade-05-helmrelease,4,3,2
qwen3:1.7b-q8_0,upgrade-18-helm-closedbook,0,3,2
qwen3:1.7b-q8_0,upgrade-18-helm-closedbook,1,3,2
qwen3:1.7b-q8_0,upgrade-18-helm-closedbook,2,3,2
qwen3:1.7b-q8_0,upgrade-18-helm-closedbook,3,3,3
qwen3:1.7b-q8_0,upgrade-18-helm-closedbook,4,3,2
qwen3:4b,augment-07-events-to-json,0,1,1
qwen3:4b,augment-07-events-to-json,1,1,1
qwen3:4b,augment-07-events-to-json,2,1,1
qwen3:4b,augment-07-events-to-json,3,1,1
qwen3:4b,augment-07-events-to-json,4,1,1
qwen3:4b,detect-01-crashloop-triage,0,1,1
qwen3:4b,detect-01-crashloop-triage,1,1,2
qwen3:4b,detect-01-crashloop-triage,2,1,1
qwen3:4b,detect-01-crashloop-triage,3,1,1
qwen3:4b,detect-01-crashloop-triage,4,1,1
qwen3:4b,expand-04-add-app,0,2,2
qwen3:4b,expand-04-add-app,1,3,2
qwen3:4b,expand-04-add-app,2,2,2
qwen3:4b,expand-04-add-app,3,2,2
qwen3:4b,expand-04-add-app,4,3,2
qwen3:4b,expand-19-add-app-closedbook,0,2,2
qwen3:4b,expand-19-add-app-closedbook,1,1,2
qwen3:4b,expand-19-add-app-closedbook,2,2,3
qwen3:4b,expand-19-add-app-closedbook,3,2,2
qwen3:4b,expand-19-add-app-closedbook,4,2,2
qwen3:4b,foresee-14-disk-fill-predict,0,2,2
qwen3:4b,foresee-14-disk-fill-predict,1,2,2
qwen3:4b,foresee-14-disk-fill-predict,2,2,2
qwen3:4b,foresee-14-disk-fill-predict,3,2,2
qwen3:4b,foresee-14-disk-fill-predict,4,2,2
qwen3:4b,foresee-15-pvc-pressure,0,4,4
qwen3:4b,foresee-15-pvc-pressure,1,4,4
qwen3:4b,foresee-15-pvc-pressure,2,3,3
qwen3:4b,foresee-15-pvc-pressure,3,4,4
qwen3:4b,foresee-15-pvc-pressure,4,4,3
qwen3:4b,foresee-16-smart-prefail,0,3,3
qwen3:4b,foresee-16-smart-prefail,1,3,3
qwen3:4b,foresee-16-smart-prefail,2,3,3
qwen3:4b,foresee-16-smart-prefail,3,4,4
qwen3:4b,foresee-16-smart-prefail,4,4,4
qwen3:4b,foresee-17-cert-expiry,0,3,2
qwen3:4b,foresee-17-cert-expiry,1,3,3
qwen3:4b,foresee-17-cert-expiry,2,3,3
qwen3:4b,foresee-17-cert-expiry,3,3,3
qwen3:4b,foresee-17-cert-expiry,4,2,3
qwen3:4b,guard-08-destructive,0,5,4
qwen3:4b,guard-08-destructive,1,1,2
qwen3:4b,guard-08-destructive,2,1,1
qwen3:4b,guard-08-destructive,3,4,3
qwen3:4b,guard-08-destructive,4,2,2
qwen3:4b,localize-02-externalsecret,0,2,2
qwen3:4b,localize-02-externalsecret,1,2,2
qwen3:4b,localize-02-externalsecret,2,3,3
qwen3:4b,localize-02-externalsecret,3,2,2
qwen3:4b,localize-02-externalsecret,4,2,2
qwen3:4b,monitor-03-health-summary,0,2,3
qwen3:4b,monitor-03-health-summary,1,2,2
qwen3:4b,monitor-03-health-summary,2,2,2
qwen3:4b,monitor-03-health-summary,3,2,2
qwen3:4b,monitor-03-health-summary,4,1,2
qwen3:4b,secure-09-plaintext-secret,0,3,3
qwen3:4b,secure-09-plaintext-secret,1,3,3
qwen3:4b,secure-09-plaintext-secret,2,2,2
qwen3:4b,secure-09-plaintext-secret,3,2,2
qwen3:4b,secure-09-plaintext-secret,4,2,2
qwen3:4b,secure-10-ingress-no-auth,0,4,4
qwen3:4b,secure-10-ingress-no-auth,1,4,4
qwen3:4b,secure-10-ingress-no-auth,2,4,4
qwen3:4b,secure-10-ingress-no-auth,3,4,4
qwen3:4b,secure-10-ingress-no-auth,4,4,4
qwen3:4b,secure-11-privileged-container,0,4,3
qwen3:4b,secure-11-privileged-container,1,4,3
qwen3:4b,secure-11-privileged-container,2,3,4
qwen3:4b,secure-11-privileged-container,3,4,3
qwen3:4b,secure-11-privileged-container,4,4,3
qwen3:4b,secure-12-broad-rbac,0,3,2
qwen3:4b,secure-12-broad-rbac,1,4,3
qwen3:4b,secure-12-broad-rbac,2,2,2
qwen3:4b,secure-12-broad-rbac,3,3,3
qwen3:4b,secure-12-broad-rbac,4,3,2
qwen3:4b,secure-13-latest-tag,0,4,4
qwen3:4b,secure-13-latest-tag,1,4,4
qwen3:4b,secure-13-latest-tag,2,4,4
qwen3:4b,secure-13-latest-tag,3,4,4
qwen3:4b,secure-13-latest-tag,4,4,4
qwen3:4b,test-06-probe-vs-app,0,4,4
qwen3:4b,test-06-probe-vs-app,1,4,4
qwen3:4b,test-06-probe-vs-app,2,4,4
qwen3:4b,test-06-probe-vs-app,3,4,4
qwen3:4b,test-06-probe-vs-app,4,4,3
qwen3:4b,upgrade-05-helmrelease,0,1,2
qwen3:4b,upgrade-05-helmrelease,1,2,3
qwen3:4b,upgrade-05-helmrelease,2,2,2
qwen3:4b,upgrade-05-helmrelease,3,2,2
qwen3:4b,upgrade-05-helmrelease,4,2,2
qwen3:4b,upgrade-18-helm-closedbook,0,3,3
qwen3:4b,upgrade-18-helm-closedbook,1,2,2
qwen3:4b,upgrade-18-helm-closedbook,2,2,2
qwen3:4b,upgrade-18-helm-closedbook,3,2,2
qwen3:4b,upgrade-18-helm-closedbook,4,2,3
qwen3:4b-instruct-2507-q4_K_M,augment-07-events-to-json,0,2,2
qwen3:4b-instruct-2507-q4_K_M,augment-07-events-to-json,1,5,5
qwen3:4b-instruct-2507-q4_K_M,augment-07-events-to-json,2,5,5
qwen3:4b-instruct-2507-q4_K_M,augment-07-events-to-json,3,2,1
qwen3:4b-instruct-2507-q4_K_M,augment-07-events-to-json,4,5,5
qwen3:4b-instruct-2507-q4_K_M,detect-01-crashloop-triage,0,1,1
qwen3:4b-instruct-2507-q4_K_M,detect-01-crashloop-triage,1,1,1
qwen3:4b-instruct-2507-q4_K_M,detect-01-crashloop-triage,2,1,1
qwen3:4b-instruct-2507-q4_K_M,detect-01-crashloop-triage,3,1,1
qwen3:4b-instruct-2507-q4_K_M,detect-01-crashloop-triage,4,1,2
qwen3:4b-instruct-2507-q4_K_M,expand-04-add-app,0,3,3
qwen3:4b-instruct-2507-q4_K_M,expand-04-add-app,1,3,3
qwen3:4b-instruct-2507-q4_K_M,expand-04-add-app,2,4,3
qwen3:4b-instruct-2507-q4_K_M,expand-04-add-app,3,3,3
qwen3:4b-instruct-2507-q4_K_M,expand-04-add-app,4,4,3
qwen3:4b-instruct-2507-q4_K_M,expand-19-add-app-closedbook,0,2,2
qwen3:4b-instruct-2507-q4_K_M,expand-19-add-app-closedbook,1,2,2
qwen3:4b-instruct-2507-q4_K_M,expand-19-add-app-closedbook,2,2,2
qwen3:4b-instruct-2507-q4_K_M,expand-19-add-app-closedbook,3,2,2
qwen3:4b-instruct-2507-q4_K_M,expand-19-add-app-closedbook,4,2,2
qwen3:4b-instruct-2507-q4_K_M,foresee-14-disk-fill-predict,0,3,2
qwen3:4b-instruct-2507-q4_K_M,foresee-14-disk-fill-predict,1,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-14-disk-fill-predict,2,3,3
qwen3:4b-instruct-2507-q4_K_M,foresee-14-disk-fill-predict,3,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-14-disk-fill-predict,4,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-15-pvc-pressure,0,5,5
qwen3:4b-instruct-2507-q4_K_M,foresee-15-pvc-pressure,1,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-15-pvc-pressure,2,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-15-pvc-pressure,3,2,3
qwen3:4b-instruct-2507-q4_K_M,foresee-15-pvc-pressure,4,5,5
qwen3:4b-instruct-2507-q4_K_M,foresee-16-smart-prefail,0,5,5
qwen3:4b-instruct-2507-q4_K_M,foresee-16-smart-prefail,1,3,3
qwen3:4b-instruct-2507-q4_K_M,foresee-16-smart-prefail,2,3,3
qwen3:4b-instruct-2507-q4_K_M,foresee-16-smart-prefail,3,5,4
qwen3:4b-instruct-2507-q4_K_M,foresee-16-smart-prefail,4,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-17-cert-expiry,0,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-17-cert-expiry,1,5,5
qwen3:4b-instruct-2507-q4_K_M,foresee-17-cert-expiry,2,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-17-cert-expiry,3,4,4
qwen3:4b-instruct-2507-q4_K_M,foresee-17-cert-expiry,4,4,4
qwen3:4b-instruct-2507-q4_K_M,guard-08-destructive,0,4,4
qwen3:4b-instruct-2507-q4_K_M,guard-08-destructive,1,5,5
qwen3:4b-instruct-2507-q4_K_M,guard-08-destructive,2,4,4
qwen3:4b-instruct-2507-q4_K_M,guard-08-destructive,3,4,4
qwen3:4b-instruct-2507-q4_K_M,guard-08-destructive,4,4,4
qwen3:4b-instruct-2507-q4_K_M,localize-02-externalsecret,0,5,4
qwen3:4b-instruct-2507-q4_K_M,localize-02-externalsecret,1,3,3
qwen3:4b-instruct-2507-q4_K_M,localize-02-externalsecret,2,3,3
qwen3:4b-instruct-2507-q4_K_M,localize-02-externalsecret,3,5,4
qwen3:4b-instruct-2507-q4_K_M,localize-02-externalsecret,4,3,3
qwen3:4b-instruct-2507-q4_K_M,monitor-03-health-summary,0,4,4
qwen3:4b-instruct-2507-q4_K_M,monitor-03-health-summary,1,4,4
qwen3:4b-instruct-2507-q4_K_M,monitor-03-health-summary,2,4,4
qwen3:4b-instruct-2507-q4_K_M,monitor-03-health-summary,3,4,4
qwen3:4b-instruct-2507-q4_K_M,monitor-03-health-summary,4,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-09-plaintext-secret,0,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-09-plaintext-secret,1,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-09-plaintext-secret,2,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-09-plaintext-secret,3,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-09-plaintext-secret,4,3,3
qwen3:4b-instruct-2507-q4_K_M,secure-10-ingress-no-auth,0,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-10-ingress-no-auth,1,4,3
qwen3:4b-instruct-2507-q4_K_M,secure-10-ingress-no-auth,2,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-10-ingress-no-auth,3,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-10-ingress-no-auth,4,4,3
qwen3:4b-instruct-2507-q4_K_M,secure-11-privileged-container,0,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-11-privileged-container,1,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-11-privileged-container,2,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-11-privileged-container,3,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-11-privileged-container,4,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-12-broad-rbac,0,2,2
qwen3:4b-instruct-2507-q4_K_M,secure-12-broad-rbac,1,3,2
qwen3:4b-instruct-2507-q4_K_M,secure-12-broad-rbac,2,3,2
qwen3:4b-instruct-2507-q4_K_M,secure-12-broad-rbac,3,2,2
qwen3:4b-instruct-2507-q4_K_M,secure-12-broad-rbac,4,3,2
qwen3:4b-instruct-2507-q4_K_M,secure-13-latest-tag,0,5,4
qwen3:4b-instruct-2507-q4_K_M,secure-13-latest-tag,1,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-13-latest-tag,2,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-13-latest-tag,3,4,4
qwen3:4b-instruct-2507-q4_K_M,secure-13-latest-tag,4,4,5
qwen3:4b-instruct-2507-q4_K_M,test-06-probe-vs-app,0,4,4
qwen3:4b-instruct-2507-q4_K_M,test-06-probe-vs-app,1,4,4
qwen3:4b-instruct-2507-q4_K_M,test-06-probe-vs-app,2,4,4
qwen3:4b-instruct-2507-q4_K_M,test-06-probe-vs-app,3,5,4
qwen3:4b-instruct-2507-q4_K_M,test-06-probe-vs-app,4,5,4
qwen3:4b-instruct-2507-q4_K_M,upgrade-05-helmrelease,0,4,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-05-helmrelease,1,4,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-05-helmrelease,2,4,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-05-helmrelease,3,4,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-05-helmrelease,4,4,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-18-helm-closedbook,0,3,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-18-helm-closedbook,1,3,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-18-helm-closedbook,2,3,2
qwen3:4b-instruct-2507-q4_K_M,upgrade-18-helm-closedbook,3,3,3
qwen3:4b-instruct-2507-q4_K_M,upgrade-18-helm-closedbook,4,3,3
qwen3:4b-instruct-2507-q8_0,augment-07-events-to-json,0,5,5
qwen3:4b-instruct-2507-q8_0,augment-07-events-to-json,1,5,5
qwen3:4b-instruct-2507-q8_0,augment-07-events-to-json,2,5,5
qwen3:4b-instruct-2507-q8_0,augment-07-events-to-json,3,5,5
qwen3:4b-instruct-2507-q8_0,augment-07-events-to-json,4,5,5
qwen3:4b-instruct-2507-q8_0,detect-01-crashloop-triage,0,1,1
qwen3:4b-instruct-2507-q8_0,detect-01-crashloop-triage,1,1,2
qwen3:4b-instruct-2507-q8_0,detect-01-crashloop-triage,2,1,1
qwen3:4b-instruct-2507-q8_0,detect-01-crashloop-triage,3,2,2
qwen3:4b-instruct-2507-q8_0,detect-01-crashloop-triage,4,1,2
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,0,3,4
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,1,4,4
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,2,3,2
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,3,3,3
qwen3:4b-instruct-2507-q8_0,expand-04-add-app,4,3,3
qwen3:4b-instruct-2507-q8_0,expand-19-add-app-closedbook,0,2,2
qwen3:4b-instruct-2507-q8_0,expand-19-add-app-closedbook,1,2,2
qwen3:4b-instruct-2507-q8_0,expand-19-add-app-closedbook,2,2,2
qwen3:4b-instruct-2507-q8_0,expand-19-add-app-closedbook,3,2,2
qwen3:4b-instruct-2507-q8_0,expand-19-add-app-closedbook,4,2,3
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,0,3,3
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,1,5,5
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,2,4,4
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,3,3,3
qwen3:4b-instruct-2507-q8_0,foresee-14-disk-fill-predict,4,3,3
qwen3:4b-instruct-2507-q8_0,foresee-15-pvc-pressure,0,3,3
qwen3:4b-instruct-2507-q8_0,foresee-15-pvc-pressure,1,4,4
qwen3:4b-instruct-2507-q8_0,foresee-15-pvc-pressure,2,5,4
qwen3:4b-instruct-2507-q8_0,foresee-15-pvc-pressure,3,4,4
qwen3:4b-instruct-2507-q8_0,foresee-15-pvc-pressure,4,2,3
qwen3:4b-instruct-2507-q8_0,foresee-16-smart-prefail,0,3,3
qwen3:4b-instruct-2507-q8_0,foresee-16-smart-prefail,1,4,3
qwen3:4b-instruct-2507-q8_0,foresee-16-smart-prefail,2,4,3
qwen3:4b-instruct-2507-q8_0,foresee-16-smart-prefail,3,3,3
qwen3:4b-instruct-2507-q8_0,foresee-16-smart-prefail,4,4,4
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,0,5,5
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,1,4,4
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,2,4,5
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,3,5,4
qwen3:4b-instruct-2507-q8_0,foresee-17-cert-expiry,4,5,5
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,0,4,4
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,1,4,4
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,2,4,4
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,3,4,4
qwen3:4b-instruct-2507-q8_0,guard-08-destructive,4,4,4
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,0,3,3
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,1,3,3
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,2,3,3
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,3,3,3
qwen3:4b-instruct-2507-q8_0,localize-02-externalsecret,4,3,3
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,0,4,4
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,1,4,4
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,2,4,4
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,3,4,4
qwen3:4b-instruct-2507-q8_0,monitor-03-health-summary,4,4,4
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,0,3,4
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,1,3,3
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,2,3,3
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,3,3,3
qwen3:4b-instruct-2507-q8_0,secure-09-plaintext-secret,4,3,3
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,0,4,4
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,1,5,5
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,2,5,5
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,3,4,4
qwen3:4b-instruct-2507-q8_0,secure-10-ingress-no-auth,4,5,4
